Advertised,AdvertisedLocationName,AdvertisedShortLocationName,PrimaryLocationCode,CountryCode,CountyNo,Deleted,LocationSignature,Prognosticated,OfficialLocationName,Geometry.SWEREF99TM,Geometry.WGS84
True,Älvsjö,Älvsjö,4816,SE,"[1, 2]",False,Äs,True,Älvsjö,POINT (671567 6574951),POINT (18.011268336683113 59.278590228954045)
True,Älvsbyn,Älvsbyn,4814,SE,[25],False,Äy,True,Älvsbyn,POINT (775107 7297175),POINT (20.993326992997314 65.67824820161547)
True,Örtofta,Örtofta,4900,SE,[12],False,Ö,True,Örtofta,POINT (389783 6182822),POINT (13.242727352797386 55.77846920375023)
True,Örebro S,Örebro S,4880,SE,[18],False,Öb,True,Örebro södra,POINT (511541 6570134),POINT (15.202467142571425 59.26999255417487)
True,Ödåkra,Ödåkra,4857,SE,[12],False,Öda,True,Ödåkra,POINT (359718.356 6219957.2),POINT (12.744451078306733 56.1040912957203)
True,Östra Grevie,Ö. Grevie,10634,SE,[12],False,Ög,True,Östra Grevie,POINT (382054 6148054),POINT (13.134462043394073 55.46440567387239)
True,Örbyhus,Örbyhus,4876,SE,[3],False,Öh,True,Örbyhus,POINT (649721 6680018),POINT (17.703482800453173 60.22932527805406)
True,Örnsköldsvik C,Örnsköldsvik,4888,SE,[22],False,Ök,True,Örnsköldsviks central,POINT (685721 7023094),POINT (18.704691629168106 63.28844767228794)
True,Önnestad,Önnestad,10626,SE,[12],False,Önd,True,Önnestad,POINT (438784 6213938),POINT (14.01675610431744 56.066691236084544)
True,Örebro C,Örebro C,4878,SE,[18],False,Ör,True,Örebro central,POINT (512022 6571051),POINT (15.21095631765789 59.27821400626574)
True,Östersund C,Östersund C,4942,SE,[23],False,Ös,True,Östersunds central,POINT (481778 7004584),POINT (14.638147570324254 63.17002070259238)
True,Ösmo,Ösmo,4903,SE,"[1, 2]",False,Öso,True,Ösmo,POINT (666805 6541950),POINT (17.902643756114923 58.98451424781172)
True,Östertälje,Östertälje,4947,SE,"[1, 2]",False,Öte,True,Östertälje,POINT (651885 6563678),POINT (17.658394756891965 59.184989917718966)
True,Öxnered,Öxnered,4994,SE,[14],False,Öx,True,Öxnered,POINT (340418 6471668),POINT (12.272577373471986 58.35678699686254)
True,Varberg C,Varberg,4429,SE,[13],False,Vbc,True,Varbergs central,POINT (333348 6332926),POINT (12.248148590742653 57.10940435545975)
False,Annedal,Annedal,10008,SE,[12],False,Aal,False,Annedal,POINT (371312 6222207),POINT (12.92963400546102 56.12755457717494)
True,Arbrå,Arbrå,169,SE,[21],False,Ab,True,Arbrå,POINT (573518 6816033),POINT (16.379834602609762 61.47103478880923)
True,Avesta centrum,Avesta centrum,10020,SE,[20],False,Acm,True,Avesta centrum,POINT (565001 6668391),POINT (16.170606923162723 60.14729303062647)
False,Alfta,Alfta,118,SE,[21],False,Aft,False,Alfta,POINT (557312 6801747),POINT (16.071339785570526 61.345545634109264)
False,Agnesberg,Agnesberg,112,SE,[14],False,Agb,False,Agnesberg,POINT (322050 6408268),POINT (12.007126088884629 57.78105359294152)
False,Algutsgården,Algutsgården,10002,SE,[14],False,Agg,False,Algutsgården,POINT (361175 6429802),POINT (12.651869960094373 57.98813629506096)
False,Aleholm,Aleholm,10001,SE,[6],False,Ahm,False,Aleholm,POINT (479775 6361765),POINT (14.663462997629024 57.39821669773071)
False,Aitik,Aitik,228,SE,[25],False,Aik,False,Aitik,POINT (750449 7451255),POINT (20.768235946051707 67.07401466167227)
True,Arvidsjaur,Arvidsjaur,185,SE,[25],False,Ajr,True,Arvidsjaur,POINT (692122 7280435),POINT (19.168451944017022 65.5887057518446)
True,Abisko turiststation,Abisko turist,105,SE,[25],False,Akt,True,Abisko turiststation,POINT (655634 7587481),POINT (18.78326034400672 68.35731623870603)
False,Arlöv,Arlöv,177,SE,[12],False,Al,False,Arlöv,POINT (378403 6167023),POINT (13.068412038954763 55.633863797933806)
False,Alvhem,Alvhem,10005,SE,[14],False,Alh,False,Alvhem,POINT (332074 6433451),POINT (12.157685030240465 58.01084120589598)
True,Astrid Lindgrens värld,A. Lindgrens värld,10018,SE,[8],False,Alv,True,Astrid Lindgrens värld,POINT (550107 6392583),POINT (15.840063935575104 57.67270729348377)
False,Almnäs,Almnäs,10004,SE,"[1, 2]",False,Alä,False,Almnäs,POINT (643349 6561610),POINT (17.50780280878654 59.169404147512466)
False,Almedal,Almedal,10003,SE,[14],False,Am,False,Almedal,POINT (321386 6397481),POINT (12.003992309729831 57.684028971064066)
False,Arnemark,Arnemark,10014,SE,[25],False,Amk,False,Arnemark,POINT (787450 7277419),POINT (21.217933819228517 65.49127557042665)
False,Arvån,Arvån,10016,SE,[24],False,An,False,Arvån,POINT (691781 7165289),POINT (19.003010955616286 64.55835733958041)
False,Anundsjö,Anundsjö,10009,SE,[22],False,Anö,False,Anundsjö,POINT (656867 7036977),POINT (18.143823637464227 63.42664884497025)
False,Aspeå,Aspeå,10017,SE,[22],False,Ap,False,Aspeå,POINT (625607 7031250),POINT (17.513645643007745 63.38769339176868)
False,Aplared,Aplared,4998,SE,[14],False,Apd,False,Aplared,POINT (385085 6391514),POINT (13.074416462503214 57.6512374747399)
False,Aptas,Aptas,10010,SE,[25],False,Apt,False,Aptas,POINT (729627 7526670),POINT (20.443372756121434 67.76409670105191)
False,Arnäsvall,Arnäsvall,229,SE,[22],False,Ara,False,Arnäsvall,POINT (689662 7025510),POINT (18.785943405322385 63.30802068092879)
False,Arlanda nedre,Arlanda nedre,10011,SE,"[1, 2]",False,Arne,False,Arlanda nedre,POINT (664813 6614137),POINT (17.92310663319815 59.63271291920115)
True,Arlanda N,Arlanda N,227,SE,"[1, 2]",False,Arnn,False,Arlanda norra,POINT (665100 6616247),POINT (17.929839276186385 59.65152194459551)
True,Arlanda S,Arlanda S,10012,SE,"[1, 2]",False,Arns,False,Arlanda södra,POINT (665038 6615720),POINT (17.928328505991374 59.64682035496466)
True,Assberg,Assberg,205,SE,[14],False,Asb,True,Assberg,POINT (360272 6374815),POINT (12.668601515725362 57.494351719283884)
True,Innsbruck,Innsbruck,1187,AT,,False,At.inn,False,Innsbruck,,POINT (11.401397005325137 47.264537001407085)
True,Salzburg,Salzburg,1114,AT,,False,At.Sal,False,Salzburg,,POINT (13.038425444278754 47.79615550670343)
True,Schwarzach St Veit,Schwarzach,1137,AT,,False,At.Sch,False,Schwarzach St Veit,,POINT (13.151709993610325 47.320479998563854)
True,Wörgl,Wörgl,1170,AT,,False,At.wör,False,Wörgl,,POINT (12.061739994219948 47.489059999484205)
True,Zell am See,Zell am See,1145,AT,,False,At.zel,False,Zell am See,,POINT (12.794440000407718 47.32555999988137)
False,Attarp,Attarp,10019,SE,[12],False,Atp,False,Attarp,POINT (428453 6221947),POINT (13.848710483153972 56.13720293696261)
True,Auktsjaur,Auktsjaur,10687,SE,[25],False,Auk,True,Auktsjaur,POINT (701333 7297826),POINT (19.39392890756129 65.73868141826912)
True,Avaviken,Avaviken,210,SE,[25],False,Ava,True,Avaviken,POINT (668186 7280779),POINT (18.650923712882193 65.60511982781921)
False,Almvik,Almvik,129,SE,[8],False,Avk,False,Almvik,POINT (587081 6410622),POINT (16.466310510234962 57.82905622756371)
False,Axmarby,Axmarby,10021,SE,[21],False,Ax,False,Axmarby,POINT (614275 6765454),POINT (17.113590022124548 61.00738638744679)
True,Axmar Bruk,Axmar Bruk,,SE,[21],False,Ax.br,False,Axmar Bruk,POINT (615192 6770206),POINT (17.133398841141837 61.049753033669944)
False,Alby,Alby,116,SE,[22],False,Ay,False,Alby,POINT (524463 6928875),POINT (15.474700340501467 62.49014843543718)
False,Alväng,Alväng,10006,SE,[18],False,Aä,False,Alväng,POINT (532160 6582393),POINT (15.56600563432206 59.379010564198175)
False,Björnlunda,Björnlunda,10038,SE,[4],False,B,False,Björnlunda,POINT (623541 6549344),POINT (17.15465815076334 59.06555040775047)
False,Badsta,Badsta,10023,SE,[17],False,Bad,False,Badsta,POINT (459941 6601231),POINT (14.29145437317446 59.54748591285207)
False,Backsjön,Backsjön,10022,SE,[22],False,Baö,False,Backsjön,POINT (615159 7023835),POINT (17.29945131438934 63.32472290839127)
False,Blyberg,Blyberg,368,SE,[20],False,Bbe,False,Blyberg,POINT (453592 6780166),POINT (14.137781461222566 61.15327611362457)
False,Blidstena,Blidstena,359,SE,[8],False,Bda,False,Blidstena,POINT (581269 6433909),POINT (16.376460565118826 58.03925653591867)
False,Badabruk,Badabruk,233,SE,[17],False,Bdb,False,Badabruk,POINT (394016 6659863),POINT (13.096135524471151 60.06218737114254)
False,Broddbo,Broddbo,10053,SE,[19],False,Bdo,False,Broddbo,POINT (582684 6650880),POINT (16.481882435564973 59.986915850203246)
False,Bodens södra,Bodens södra,390,SE,[25],False,Bds,False,Bodens södra,POINT (803308 7316533),POINT (21.647366889319656 65.82547532949198)
True,Bredaryd,Bredaryd,464,SE,[6],False,Bdy,True,Bredaryd,POINT (423681 6337744),POINT (13.737651001242915 57.17653675491518)
False,Backe,Backe,230,SE,[23],False,Be,False,Backe,POINT (570269 7076329),POINT (16.42690949785882 63.80732185433091)
True,Bengtsfors,Bengtsfors,256,SE,[14],False,Bef,False,Bengtsfors,POINT (341299 6546555),POINT (12.234869512813168 59.02890400096033)
False,Bredviken,Bredviken,10050,SE,[25],False,Ben,False,Bredviken,POINT (875190 7326436),POINT (23.23315391645757 65.83738297294107)
False,Bruksberget,Bruksberget,10055,SE,[25],False,Bet,False,Bruksberget,POINT (849336 7341843),POINT (22.713627380343002 66.00364974045033)
True,Billingsfors,Billingsfors,291,SE,[14],False,Bfo,True,Billingsfors,POINT (341933 6541296),POINT (12.249669567423894 58.981964374143594)
False,Bergfors,Bergfors,262,SE,[25],False,Bfs,False,Bergfors,POINT (698501 7566979),POINT (19.782687848662874 68.14727058220568)
True,Berghem,Berghem,263,SE,[14],False,Bgm,True,Berghem,POINT (355956 6371922),POINT (12.598364439770151 57.46703679090137)
False,Bryngenäs,Bryngenäs,10059,SE,[14],False,Bgs,False,Bryngenäs,POINT (351089 6420094),POINT (12.48755381465942 57.89776038161548)
False,Bälgviken,Bälgviken,10072,SE,[4],False,Bgv,False,Bälgviken,POINT (583297 6569101),POINT (16.460636561007373 59.25267820875043)
False,Birsta,Birsta,10028,SE,[22],False,Bia,False,Birsta,POINT (619331 6926127),POINT (17.312612813690265 62.447120692872154)
False,Björna,Björna,10033,SE,[22],False,Bj,False,Björna,POINT (678675 7052051),POINT (18.596871893825803 63.55140305137706)
False,Bjästa,Bjästa,10032,SE,[22],False,Bja,False,Bjästa,POINT (673148 7013812),POINT (18.444524031917943 63.21158660587639)
False,Björneborg,Björneborg,336,SE,[17],False,Bjb,False,Björneborg,POINT (457239 6567502),POINT (14.250384975269549 59.24435507541511)
True,Bjørnfjell,Bjørnfjell,2406,NO,,False,Bjf,False,Bjørnfjell,POINT (625944 7594186),POINT (18.07108673129923 68.43214637902534)
False,Björnfjell gräns,Björnfjell gräns,10035,SE,[25],False,Bjgr,False,Björnfjell gräns,POINT (627472 7593972),POINT (18.108015563757803 68.42954293324082)
False,Bjurhem,Bjurhem,10030,SE,[14],False,Bjh,False,Bjurhem,POINT (341178 6479627),POINT (12.280053110575055 58.42846619756264)
False,Björnkulla,Björnkulla,10037,SE,"[1, 2]",False,Bjn,False,Björnkulla,POINT (667224 6566413),POINT (17.928581180782796 59.203755840516024)
True,Björketorp,Björketorp,323,SE,[14],False,Bjo,True,Björketorp,POINT (351335 6367730),POINT (12.523944486704154 57.42792596581167)
True,Björköby,Björköby,332,SE,[6],False,Bjy,True,Björköby,POINT (494643 6375393),POINT (14.910562147983748 57.52105246682675)
False,Björnsjö,Björnsjö,10039,SE,[22],False,Bjö,False,Björnsjö,POINT (672160 7046809),POINT (18.46031328871319 63.50766867250012)
False,Blädinge,Blädinge,10041,SE,[7],False,Bld,False,Blädinge,POINT (469763 6299853),POINT (14.504356821161034 56.84150759911486)
True,Blomberg,Blomberg,363,SE,[14],False,Bmb,True,Blomberg,POINT (402233 6490072),POINT (13.320520270295415 58.540152709739694)
False,Båramo,Båramo,10069,SE,[6],False,Bmo,False,Båramo,POINT (445434 6368241),POINT (14.09065568266798 57.45356035805666)
False,Brunna,Brunna,10056,SE,[3],False,Bna,False,Brunna,POINT (636027 6638465),POINT (17.42894152638178 59.86135632561586)
True,Blattnicksele,Blattnicksele,354,SE,[24],False,Bnk,True,Blattnicksele,POINT (620525 7249354),POINT (17.589835922847705 65.34475583183236)
True,Borgstena,Borgstena,426,SE,[14],False,Boa,True,Borgstena,POINT (382286 6417409),POINT (13.014832913134518 57.882975228630656)
False,Boda,Boda,10042,SE,[21],False,Boda,False,Boda,POINT (606574 6830204),POINT (17.008064194578477 61.59048466288238)
False,Bofors,Bofors,398,SE,[18],False,Bof,False,Bofors,POINT (474222 6577255),POINT (14.546926121180793 59.333310865407185)
False,Bodaborg,Bodaborg,10043,SE,[22],False,Bog,False,Bodaborg,POINT (570957 6926109),POINT (16.3755574954252 62.459348153534854)
False,Bomansberget,Bomansberget,10045,SE,[21],False,Bom,False,Bomansberget,POINT (622562 6725979),POINT (17.241794860495382 60.6507618122768)
False,Botorp,Botorp,10047,SE,[18],False,Bop,False,Botorp,POINT (469440 6575440),POINT (14.46313875935317 59.31669335533895)
False,Born,Born,10046,SE,[20],False,Born,False,Born,POINT (480772 6777907),POINT (14.642970531454154 61.13527041374781)
True,Bollebygd,Bollebygd,408,SE,[14],False,Boy,True,Bollebygd,POINT (355055 6394294),POINT (12.570010921879447 57.66753050147015)
False,Brännarp,Brännarp,10062,SE,[13],False,Bp,False,Brännarp,POINT (361218 6296104),POINT (12.728098790030431 56.78812573571377)
False,Brista,Brista,358,SE,"[1, 2]",False,Bra,False,Brista,POINT (661774 6611469),POINT (17.867244896849158 59.60997456849809)
False,Brännland,Brännland,527,SE,[24],False,Brd,False,Brännland,POINT (748187 7093557),POINT (20.056619094184 63.880649417596935)
False,Bränninge,Bränninge,10064,SE,"[1, 2]",False,Bre,False,Bränninge,POINT (650758 6558674),POINT (17.635236534806783 59.140501167747665)
False,Brännberg,Brännberg,10063,SE,[25],False,Brg,False,Brännberg,POINT (784589 7309851),POINT (21.22570633911855 65.78307636224633)
False,Brattheden,Brattheden,3157,SE,[19],False,Brh,False,Brattheden,POINT (566295 6628396),POINT (16.181052445287225 59.788034886083665)
True,Brinellskolan,Brinellskolan,452,SE,[6],False,Brin,True,Brinellskolan,POINT (482160 6391946),POINT (14.700936310345682 57.66942027248126)
False,Brokind,Brokind,487,SE,[5],False,Brk,False,Brokind,POINT (540196 6453424),POINT (15.684241065822153 58.22014458899913)
False,Brålanda,Brålanda,10061,SE,[14],False,Brl,False,Brålanda,POINT (345779 6494109),POINT (12.348971710050476 58.56004200280359)
False,Brånan,Brånan,514,SE,[23],False,Brn,False,Brånan,POINT (469752 6951614),POINT (14.409008774134298 62.693811921262906)
False,Bro Nygård,Bro Nygård,10052,SE,"[1, 2]",False,Brny,False,Bro Nygård,POINT (651265 6598512),POINT (17.672002296036812 59.49768936699938)
False,Brattsbacka,Brattsbacka,10049,SE,[24],False,Brs,False,Brattsbacka,POINT (706196 7079794),POINT (19.185762520190195 63.784786365575634)
False,Bjurå,Bjurå,10031,SE,[25],False,Brå,False,Bjurå,POINT (823475 7342347),POINT (22.149498198874998 66.03555267113632)
True,Bredsjö,Bredsjö,467,SE,[18],False,Brö,True,Bredsjö,POINT (484691 6632737),POINT (14.726917948667824 59.832034173174506)
False,Brastad,Brastad,10048,SE,[14],False,Bsa,False,Brastad,POINT (294524 6476632),POINT (11.485280058050463 58.3821965687491)
False,Bensjöbacken,Bensjöbacken,257,SE,[23],False,Bsb,False,Bensjöbacken,POINT (523244 6952643),POINT (15.45429328469213 62.70355707133633)
False,Brunnsgård,Brunnsgård,10057,SE,[6],False,Bsd,False,Brunnsgård,POINT (506420 6364429),POINT (15.106897205733977 57.42255129670109)
False,Bispgården,Bispgården,297,SE,[23],False,Bsg,False,Bispgården,POINT (582015 6989817),POINT (16.620884695554512 63.02866497211714)
False,Bestorp,Bestorp,279,SE,[5],False,Bsp,False,Bestorp,POINT (542970 6455193),POINT (15.73178448086421 58.23577031933271)
True,Bastuträsk,Bastuträsk,253,SE,[24],False,Bst,True,Bastuträsk,POINT (739417 7194482),POINT (20.041511410828257 64.78903850203132)
False,Bjärka-Säby,Bjärka-Säby,309,SE,[5],False,Bsä,False,Bjärka-Säby,POINT (544162 6459088),POINT (15.752823530947312 58.270633137748206)
False,Baggetorp,Baggetorp,10024,SE,[4],False,Bt,False,Baggetorp,POINT (561163 6541610),POINT (16.064913007531686 59.00961559088136)
False,Brattby,Brattby,1595,SE,[24],False,Btb,False,Brattby,POINT (739353 7096259),POINT (19.881636753464576 63.91097293501213)
True,Bratteborg,Bratteborg,455,SE,[6],False,Btg,False,Bratteborg,POINT (447694 6382023),POINT (14.125356178494098 57.57761215102784)
True,Basthagen,Basthagen,237,SE,[5],False,Bth,True,Basthagen,POINT (557251 6452003),POINT (15.974171177448884 58.205498480931126)
False,Biskopstorp,Biskopstorp,10029,SE,[13],False,Btp,False,Biskopstorp,POINT (369073 6291561),POINT (12.858906394752232 56.74961513165188)
False,Betåsen,Betåsen,10027,SE,[22],False,Btå,False,Betåsen,POINT (590118 7048373),POINT (16.813650779489212 63.5520177301793)
False,Brunsbergstunneln,Brunsbergstunneln,10058,SE,[17],False,Bu,False,Brunsbergstunneln,POINT (384175 6611150),POINT (12.9465905357272 59.62239272253061)
False,Buddbyn,Buddbyn,10066,SE,[25],False,Bud,False,Buddbyn,POINT (805636 7320994),POINT (21.708368654208886 65.86301074149308)
True,Brunsberg,Brunsberg,500,SE,[17],False,Buk,True,Brunsberg,POINT (384989 6610594),POINT (12.961313392028154 59.617628283344004)
True,Buresjön,Buresjön,539,SE,[24],False,Bur,True,Buresjön,POINT (631712 7273147),POINT (17.853017595810684 65.55365737624814)
True,Buterud,Buterud,541,SE,[14],False,But,True,Buterud,POINT (350027 6526609),POINT (12.40025624155568 58.85311314468754)
False,Barva,Barva,10026,SE,[4],False,Bva,False,Barva,POINT (601963 6579665),POINT (16.792764344303517 59.343415814905896)
False,Blackvreten,Blackvreten,10040,SE,"[1, 2]",False,Bvr,False,Blackvreten,POINT (664059 6611304),POINT (17.90755556626981 59.60760320652229)
False,Byvalla,Byvalla,10067,SE,[20],False,By,False,Byvalla,POINT (578165 6690898),POINT (16.416298303852336 60.34701403568985)
False,Byarum,Byarum,542,SE,[6],False,Bym,False,Byarum,POINT (448737 6377405),POINT (14.143768464415174 57.53625425975353)
False,Byälven,Byälven,10068,SE,[17],False,Byä,False,Byälven,POINT (381114 6557339),POINT (12.922128217758118 59.13862518747009)
False,Bruzaholm,Bruzaholm,504,SE,[6],False,Bz,False,Bruzaholm,POINT (516428 6388847),POINT (15.27518293054458 57.641637409300735)
True,Bergåsa,Bergåsa,281,SE,[10],False,Båa,True,Bergåsa,POINT (537284 6226478),POINT (15.600635379910093 56.18181708835585)
False,Brågarp,Brågarp,10060,SE,[12],False,Båp,False,Brågarp,POINT (388403 6168551),POINT (13.226554451997933 55.649984350516995)
False,Bäckefors,Bäckefors,10071,SE,[14],False,Bäf,False,Bäckefors,POINT (335901 6521746),POINT (12.159292570069194 58.80433670155608)
False,Brännögård,Brännögård,532,SE,[13],False,Bög,False,Brännögård,POINT (384653 6319603),POINT (13.100795495315694 57.00551080471491)
False,Björkhult,Björkhult,324,SE,[8],False,Bök,False,Björkhult,POINT (539433 6412041),POINT (15.6643247720725 57.84853639356177)
False,Bodsjön,Bodsjön,10044,SE,[23],False,Bön,False,Bodsjön,POINT (521475 6965008),POINT (15.42130004510514 62.81464492114472)
False,Björbo,Björbo,316,SE,[20],False,Böo,False,Björbo,POINT (485081 6701907),POINT (14.728809864869383 60.45312370883108)
False,Callans såg,Callans såg,10073,SE,[22],False,Cas,False,Callans såg,POINT (551134 6931777),POINT (15.993043814376742 62.513474743478625)
False,Charlottenberg gräns,Charlottenberg gräns,10707,SE,[17],False,Cggr,False,Charlottenberg gräns,POINT (345832 6646916),POINT (12.24125586624706 59.93078604340497)
False,Copenhagen Airport,Copenhagen Airport,,SE,[100],False,Cph,False,Copenhagen Airport,POINT (353645 6167527),POINT (12.675191448602325 55.631570184309645)
False,Kristianstad GBG,Kristianstad GBG,10290,SE,[12],False,Crgb,False,Kristianstad GBG,POINT (447476 6210985),POINT (14.156926445000721 56.041194784268164)
False,Kristianstads södra,Kristianstads södra,10292,SE,[12],False,Crs,False,Kristianstads södra,POINT (447835 6208806),POINT (14.163111799099806 56.02165801262011)
False,Degerön,Degerön,10081,SE,[5],False,D,False,Degerön,POINT (508797 6506825),POINT (15.151806590214717 58.701503560788076)
False,Dammstorp,Dammstorp,10077,SE,[12],False,Dat,False,Dammstorp,POINT (392384 6185366),POINT (13.283171012458595 55.80190303280528)
False,Degerbäcken,Degerbäcken,10079,SE,[25],False,Dbn,False,Degerbäcken,POINT (791976 7316923),POINT (21.401807286246395 65.83949168958438)
True,Hamburg-Altona,Hamburg-Altona,14421,DE,,False,De.aa,False,Hamburg-Altona,,POINT (9.934799998256658 53.552599997010944)
True,Hamburg-Bergedorf,Hamburg-Bergedorf,14429,DE,,False,De.abg,False,Hamburg-Bergedorf,,POINT (10.206300004955878 53.48980000060911)
True,Hamburg Hbf,Hamburg Hbf,14393,DE,,False,De.ah,False,Hamburg Hauptbahnhof,,POINT (10.0064000025503 53.553500002327766)
True,Berlin-Gesundbrunnen,Berlin-Gesundbrunnen,11005,DE,,False,De.bgs,False,Berlin-Gesundbrunnen,,POINT (13.391000003149918 52.548800001056044)
True,Berlin Hbf,Berlin Hbf,10871,DE,,False,De.bl,False,Berlin Hauptbahnhof,,POINT (13.36920000554153 52.52520000048581)
True,Berlin Schönefeld,Berlin Schönefeld,19458,DE,,False,De.bsc,False,Berlin Schönefeld,,POINT (13.513397403312286 52.391499524073446)
True,Berlin Zoo. Garten,Berlin Zoo. Garten,10975,DE,,False,De.bzo,False,Berlin Zoologischer Garten,,POINT (13.33239999763218 52.50730000438763)
True,Chemnitz Hbf,Chemnitz Hbf,11923,DE,,False,De.dc,False,Chemnitz Hauptbahnhof,,POINT (12.930799998638866 50.83890000209834)
True,Dresden,Dresden,12453,DE,,False,De.dh,False,Dresden,,POINT (13.731299999944536 51.040099997370156)
True,Hamburg-Harburg,Hamburg-Harburg,14447,DE,,False,De.har,False,Hamburg-Harburg,,POINT (9.991800007597488 53.456299995992495)
True,München,München,17214,DE,,False,De.mh,False,München,,POINT (11.558699994483186 48.14009999713015)
False,Dala-Floda,Dala-Floda,635,SE,[20],False,Dfl,False,Dala-Floda,POINT (488458 6705861),POINT (14.789965481798575 60.48873565494926)
False,Degermyr,Degermyr,10080,SE,[24],False,Dgm,False,Degermyr,POINT (726168 7090909),POINT (19.60594174859725 63.871912592328)
False,Dalgränsen,Dalgränsen,10075,SE,[21],False,Dgn,False,Dalgränsen,POINT (580129 6694923),POINT (16.453479294238978 60.38275840969674)
False,Daglösen,Daglösen,631,SE,[17],False,Dgö,False,Daglösen,POINT (454415 6611836),POINT (14.191440655116562 59.64214197489352)
False,Diö norra,Diö norra,10082,SE,[7],False,Diö,False,Diö norra,POINT (452225 6277147),POINT (14.221130140507247 56.63606700430154)
False,Dala-Järna,Dala-Järna,636,SE,[20],False,Dj,False,Dala-Järna,POINT (465043 6712576),POINT (14.36271048827525 60.54767200028271)
False,Dockmyr,Dockmyr,10084,SE,[23],False,Dk,False,Dockmyr,POINT (537491 6980748),POINT (15.739025075284498 62.95461572940251)
True,Aarup,Aarup,112,DK,,False,Dk.ap,False,Aarup,,POINT (10.051147994173323 55.38300399833336)
False,Avedöre Havnevej,Avedöre Havnevej,710,DK,[100],False,Dk.avh,False,Avedöre Havnevej,POINT (340835 6167481),POINT (12.47194789744004 55.62713493585575)
False,Bavnehöj,Bavnehöj,86,DK,[100],False,Dk.ban,False,Bavnehöj,POINT (345266.918 6170909.845),POINT (12.540338007690162 55.65934600113845)
True,Bred,Bred,111,DK,,False,Dk.bd,False,Bred,,POINT (10.105557003447812 55.37336999866423)
False,Bjaeverskov,Bjaeverskov,714,DK,[100],False,Dk.bjs,False,Bjaeverskov,POINT (312428 6150476),POINT (12.032908352663394 55.46442053175329)
True,Borup,Borup,10,DK,[100],False,Dk.bo,False,Borup,POINT (308742.62 6154004.56),POINT (11.972272993903099 55.49465699619052)
True,Copenhagen Airport,Cph Airport,90,DK,[100],False,Dk.cph,False,Copenhagen Airport,POINT (352188.184 6167361.293),POINT (12.652161003897763 55.6296420019438)
True,Ejby,Ejby,114,DK,,False,Dk.eb,False,Ejby,,POINT (9.929881005748719 55.42873599554865)
True,Fredericia,Fredericia,119,DK,,False,Dk.fa,False,Fredericia,,POINT (9.740177996977543 55.568273996393714)
False,Fjenneslev,Fjenneslev,13,DK,[100],False,Dk.fj,False,Fjenneslev,POINT (289324.913 6149037.933),POINT (11.669195998182758 55.442125000688414)
False,Frederikslund,Frederikslund,611,DK,[100],False,Dk.Fld,False,Frederikslund,POINT (275464.945 6145936.143),POINT (11.453020993822928 55.40815199659855)
False,Forlev,Forlev,16,DK,[100],False,Dk.fo,False,Forlev,POINT (262916.59 6142888.342),POINT (11.257840995748884 55.374920996670824)
False,Farris,Farris,163,DK,,False,Dk.fz,False,Farris,,POINT (9.270204004782315 55.38549499999432)
True,Espergaerde,Espergaerde,83,DK,[100],False,Dk.gae,False,Espergaerde,POINT (347188.984 6208330.364),POINT (12.549822995560815 55.995880000647865)
True,Gelsted,Gelsted,113,DK,,False,Dk.gd,False,Gelsted,,POINT (9.974068001253555 55.39650999418363)
True,Glostrup,Glostrup,4,DK,[100],False,Dk.gl,False,Glostrup,POINT (336387.65 6171647.59),POINT (12.398911004039693 55.6630599987401)
True,Helsingör,Helsingör,85,DK,[100],False,Dk.hg,False,Helsingör,POINT (351342.667 6212348.159),POINT (12.614133995385005 56.03325300380941)
False,Helgoland,Helgoland,73,DK,[100],False,Dk.hgl,False,Helgoland,POINT (348403.749 6176676.667),POINT (12.586963997585311 55.71210600179843)
True,Hedehusene,Hedehusene,6,DK,[100],False,Dk.hh,False,Hedehusene,POINT (323632.522 6170538.005),POINT (12.197105993702056 55.64863999545817)
False,Hvidovre Fjern,Hvidovre Fjern,3,DK,[100],False,Dk.hif,False,Hvidovre Fjern,POINT (340291.019 6171673.581),POINT (12.460881997395846 55.66459199612845)
True,Hellerup,Hellerup,75,DK,[100],False,Dk.hl,False,Hellerup,POINT (347202.699 6178830.321),POINT (12.566662994346707 55.73106300052455)
True,Holmstrup,Holmstrup,108,DK,,False,Dk.hp,False,Holmstrup,,POINT (10.273033008063486 55.362356996895684)
True,Höje Taastrup,Höje Taastrup,5,DK,[100],False,Dk.htå,False,Höje Taastrup,POINT (328206.389 6170343.944),POINT (12.269822994566873 55.64853600317027)
True,Humlebaek,Humlebaek,82,DK,[100],False,Dk.hum,False,Humlebaek,POINT (345998.518 6204763.832),POINT (12.53279499744578 55.96348399890536)
False,Vigerslev,Vigerslev,62,DK,[100],False,Dk.ig,False,Vigerslev,POINT (342363.53 6171267.666),POINT (12.494029003001927 55.66162499686504)
False,Jersie Fjern,Jersie Fjern,712,DK,[100],False,Dk.jsf,False,Jersie Fjern,POINT (322412 6156540),POINT (12.186741431425569 55.522568054744355)
False,Hjulby,Hjulby,104,DK,,False,Dk.ju,False,Hjulby,,POINT (10.7366289935872 55.337794998052374)
True,Kauslunde,Kauslunde,116,DK,,False,Dk.ka,False,Kauslunde,,POINT (9.810818939327193 55.47581460706654)
True,Kolding,Kolding,160,DK,,False,Dk.kd,False,Kolding,,POINT (9.48136599927888 55.49064999511012)
